LON,LAT,EDO,CLAVE,ESTACION,01/11/21
-99.171111,19.263056,DF,PSPDF,"Pueblo San Pedro M·rtir, Cd. de MÈx.",0
-99.190278,19.509167,DF,PTRDF,"Planta de Tratamiento Rosario, Cd. de MÈx.",0
-99.126111,19.285833,DF,PVCDF,"Planta de bombeo Villa Coapa, Cd. de MÈx.",0
-99.143056,19.331944,DF,PXTDF,"Planta de bombeo Xotepingo, Cd. de MÈx.",0.25
-99.194167,19.296111,DF,RBTDF,"Rebombeo Bosque de Tlalpan, Cd. de MÈx.",0
-99.17,19.4,DF,RCMDF,"Radio ComunicaciÛn, Cd. de MÈx.",0.51
-99.279444,19.326389,DF,SANBARTOLO,"San Bartolo, Cd. de MÈx. Unam*, Cd. de MÈx. INIFAP*",5.72
-99.266111,19.306389,DF,SANBERNABE,"San BernabÈ, Cd. de MÈx. UNAM*",4.48
-99,19.166667,DF,SANDF,"Santa Ana, Cd. de MÈx.",0
-99.275,19.328611,DF,SBADF,"San Bartolo Ameyalco, Cd. de MÈx.",3.83
-99.028889,19.338333,DF,SCMDF,"Rebombeo La Quebradora (Santa Cruz Meyehualco), Cd. de MÈx.",2.54
-99.121944,19.571944,DF,SDEGUADALUPE,"Sierra de Guadalupe, Cd. de MÈx. SACMEX*",0
-99.122222,19.572222,DF,SGDDF,"Sierra Guadalupe, Cd. de MÈx.",0
-99.046389,19.253611,DF,SGREGORIO,"San Gregorio, Cd. de MÈx. UNAM*",0.17
-99.066667,19.466667,DF,SJADF,"San Juan de AragÛn, Cd. de MÈx.",0
-99.009722,19.281389,DF,SPPDF,"San Pedro Tl·huac, Cd. de MÈx.",0
-98.960556,19.320833,DF,SSCDF,"La Caldera SubestaciÛn elÈctrica Santa LucÌa, MÈx.",0
-99.186389,19.455556,DF,TACUBA,"Tacuba, Cd. de MÈx. UNAM*",0.07
-99.196389,19.403611,DF,TACUBAYAob,"Observatorio de Tacubaya, Cd. de MÈx. SMN*",0
-99.141389,19.344444,DF,TAXQUENA,"TaxqueÒa, Cd. de MÈx. UNAM*",1.45
-99.1425,19.556111,DF,TCMDF,"Tanque Chalmita, Cd. de MÈx.",0
-99.272222,19.373056,DF,TECDF,"Tanque el Cartero, Cd. de MÈx.",5.33
-99.246389,19.333889,DF,TELDF,"Tanque el Lienzo, Cd. de MÈx.",0.25
-99.098889,19.385556,DF,TEZDF,"Tezontle, Cd. de MÈx. SMN*",0.51
-99.195,19.538611,DF,TLALNE,"Tlalnepantla, MÈx. UNAM*",0.01
-99.211667,19.399167,DF,TNGDF,"Tri·ngulo, Cd. de MÈx.",8.12
-99.152778,19.208611,DF,TOPILEJO,"Topilejo, Cd. de MÈx. UNAM*",9.12
-99.135833,19.199444,DF,TPJDF,"Topilejo, Cd. de MÈx.",1.52
-99.084722,19.440833,DF,TPNDF,"Tanque PeÒÛn, Cd. de MÈx.",0
-99.2125,19.361944,DF,TRGDF,"Tarango, Cd. de MÈx.",0
-99.248611,19.316667,DF,TSFDF,"Tanque San Francisco, Cd. de MÈx.",0.5
-99.228611,19.436389,DF,TSJDF,"Tanque San JoaquÌn, Cd. de MÈx.",0
-99.264444,19.359722,DF,TSLDF,"Santa Fe (Santa LucÌa), Cd. de MÈx.",2.79
-98.970833,19.210278,DF,TTLDF,"Tetelco, Cd. de MÈx.",1.01
-99.01,19.250278,DF,TULYEHUALC,"Tulyehualco, Cd. de MÈx. UNAM*",0.7
-99.189444,19.503333,DF,UAMAZC,"UAM Azcapotzalco, Cd. de MÈx. UNAM*",0.88
-99.211667,19.510278,DF,VDCDF,"Vaso de Cristo, MÈx.",0
-99.106667,19.250278,DF,XOCHIMILCO,"Xochimilco, Cd. de MÈx. UNAM*",0.57
-99.149167,19.372778,DF,ZAPATA,"Zapata, Cd. de MÈx. UNAM*",2.12
-104.066111,25.263333,DGO,AM2DR,"AgustÌn Melgar, Dgo. SMN*",1
-104.810278,24.538333,DGO,CBRDR,"Caboraca, Dgo.",0.04
-104.123333,26.521667,DGO,CEBDR,"Ceballos, Dgo.",0.02
-104.121111,24.4375,DGO,CGVDR,"Ciudad Guadalupe Victoria, Dgo.",0.01
-103.521667,25.533333,DGO,CLRDR,"Ciudad Lerdo, Dgo.",0.01
-103.698889,24.871944,DGO,CNCDR,"CuencamÈ, Dgo.",0
-104.75,24.5,DGO,CNTDR,"Canatl·n, Dgo.",0
-104.666667,24.033333,DGO,DRGDR,"Durango, Dgo.",0
-104.599722,24.094722,DGO,DURANGOob,"Observatorio de Durango, Dgo. SMN*",0
-103.960833,24.001667,DGO,FVLDR,"Francisco Villa, Dgo.",0
-103.773611,25.270833,DGO,FZRDR,"Francisco Zarco, Dgo.",0.02
-105.25,25.5,DGO,GESDR,"General Escobedo, Dgo.",0.02
-105.955556,25.934722,DGO,GNCDR,"GuanacevÌ, Dgo.",7.01
-104.9225,24.803889,DGO,GUADR,"GuatimapÈ, Dgo.",0.01
-104.753056,23.961111,DGO,GVCDR,"Presidente Guadalupe Victoria, Dgo.",0
-104.785,23.711389,DGO,LASBAYAS2,"Las Bayas 2, Dgo. SGT*",13.8
-105.015833,25.594167,DGO,LCRDR,"L·zaro C·rdenas, Dgo.",0.01
-103.283889,25.068056,DGO,LFLDR,"La Flor, Coah.",0.01
-106.7,25.35,DGO,LHRDR,"La Huerta, Dgo.",16
-103.7475,26.686389,DGO,MAPIMI,"MapimÌ, Dgo. SMN*",0.6
-104.246944,23.387778,DGO,MICHILIA,"La Michilia, Dgo. SMN*",0.4
-103.85,25.816667,DGO,MPMDR,"MapimÌ, Dgo.",0.01
-105.041667,23.834167,DGO,NAVDR,"NavÌos Viejos, Dgo.",18.4
-103.736944,24.401111,DGO,NIRDR,"Granja Nirvana, Dgo.",6.7
-104.113889,25.225556,DGO,NZSDR,"Nazas, Dgo.",1
-104.656667,24.203889,DGO,PAGDR,"PeÒa del ¡guila, Dgo.",1.71
-104.034167,24.791111,DGO,PBLDR,"PeÒÛn Blanco, Dgo.",1.02
-104.333056,24.538333,DGO,PDCDR,"P·nuco de Coronado, Dgo.",0
-104.558333,25.181944,DGO,RDODR,"Rodeo, Dgo.",0
-105.443056,25.225,DGO,SACDR,"SalomÈ Acosta, Dgo.",0.01
-102.774444,24.631389,DGO,SANJUANGPE,"San Juan Guadalupe, Dgo. SMN*",3.8
-104.675833,23.874444,DGO,SBYDR,"Santiago Bayacora, Dgo.",0
-103.353056,24.469167,DGO,SCLDR,"Santa Clara, Dgo.",2.83
-105.560833,26.436667,DGO,SGBDR,"San Gabriel, Dgo.",6.5
-102.778056,24.630556,DGO,SJGDR,"San Juan de Guadalupe, Dgo.",0.01
-105.353333,23.691111,DGO,SLTDR,"El Salto, Dgo.",16.2
-105.366667,25.953333,DGO,SMODR,"Santa MarÌa del Oro, Dgo.",0
-105.422222,25.0375,DGO,SPPDR,"Santiago Papasquiaro, Dgo.",0.01
-105.566667,26.084444,DGO,SRDDR,"Sardinas, Dgo.",5.53
-106.538056,24.702222,DGO,TDRDR,"El Tule del Real, Dgo.",0.01
-102.785,24.563056,DGO,TGRDR,"El Tigre, Dgo.",0.01
-103.441667,26.1125,DGO,THODR,"Tlahualilo, Dgo.",1.8
-105.725,25.341111,DGO,TLHDR,"Observatorio de Tepehuanes, Dgo.",3.41
-106.975,24.933333,DGO,TMZDR,"Tamazula, Dgo.",0.2
-103.979722,23.737778,DGO,VGCDR,"Vicente Guerrero, Dgo.",0
-104.928889,26.2425,DGO,VHGDR,"Villa Hidalgo, Dgo.",2.5
-105.506111,26.447778,DGO,VOCDR,"Villa Ocampo, Dgo.",6.5
-103.836111,24.736667,DGO,YRBDR,"Yerbanis, Dgo.",0
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0
-100.5175,18.075833,GRO,AFIGR,"AndrÈs Figueroa, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0.4
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-100.089444,17.008889,GRO,CDBGR,"Coyuca de BenÌtez, Gro.",6.29
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",19
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",13
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos RamÌrez Ulloa, Gro.",0
-99.686111,17.148056,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.524167,18.360278,GRO,IGUALA,"Iguala, Gro. SMN*",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0
-99.783333,16.966667,GRO,K21GR,"km 21, Gro.",0
-99.235,16.76,GRO,LDGGR,"Las Vigas, Gro.",3
-99.369167,17.471111,GRO,MCHGR,"Mochitl·n, Gro.",0
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0.9
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0
-98.735,17.777222,GRO,OLNGR,"Olinal·, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",0
-99.591667,17.938889,GRO,PUENTEMEZCALCFE,"Puente Mezcal, Gro. CFE*",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"RevoluciÛn Mexicana, Gro.",3
-100.472778,17.139444,GRO,SJEGR,"San JerÛnimo, Gro.",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",2.2
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetl·n, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",3.2
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",19
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",0.01
-100.712222,20.0325,GTO,ACNGJ,"Ac·mbaro, Gto.",1.01
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0.01
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",0.02
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",1.01
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",1
-101.631667,21.2925,GTO,BARBOSA,"Barbosa, Gto. ProtecciÛn Civil*",2.03
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",1.5
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",13.2
-101.666667,20.616667,GTO,CRMGJ,"Cuer·maro, Gto.",2.81
-100.962778,20.487778,GTO,CRTGJ,"Cort·zar, Gto.",0
-100.9,20.95,GTO,CSRGJ,"Cinco SeÒores, Gto.",1.5
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",0.01
-100.933333,21.15,GTO,DHGGJ,"Dolores Hidalgo, Gto.",0
-101.835278,21.05,GTO,EBAGJ,"El Barrial, Gto.",1.5
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",0.5
-101.244444,20.872222,GTO,ECHGJ,"El ChapÌn, Gto.",2
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",0.01
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",0.01
-101.996667,20.800556,GTO,FRIAS,"FrÌas, Gto. ProtecciÛn Civil*",1.78
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",11
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",2.3
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",1
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",2
-100.518333,20.145556,GTO,JCRGJ,"JerÈcuaro, Gto.",10.4
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.286111,20.861944,GTO,LAPURISIMAGJ,"La PurÌsima, Gto. SGT*",2.4
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",1
-101.693333,21.136389,GTO,LENGJ,"LeÛn, Gto.",0.01
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",6
-101.358889,20.276111,GTO,LJIGJ,"Las JÌcamas, Gto.",0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",1
-101.931111,20.507222,GTO,MABGJ,"Mariano Abasolo, Gto.",0
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. ProtecciÛn Civil*",1
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",2
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0
-100.878333,21.105,GTO,PNLGJ,"PeÒuelitas, Gto.",1.2
-100.496111,21.22,GTO,POZGJ,"Pozos, Gto.",2.05
-101.287778,20.867222,GTO,PRSGJ,"La PurÌsima, Gto.",2.9
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",1.2
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",7.4
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",0.2
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0
-100.516667,21.3,GTO,SLPGJ,"San Luis de la Paz, Gto.",0
-100.669722,20.055278,GTO,SLSGJ,"SolÌs, Gto.",1.01
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",1.4
-101.016389,20.430833,GTO,SMAGJ,"San Miguel de Allende, Gto.",9
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",1.3
-101.3,20.6,GTO,TEMGJ,"TemascatÌo, Gto.",0.01
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",5
-100.0925,21.298889,GTO,XICGJ,"Xich˙, Gto.",5.3
-98.941667,20.268056,HGO,ACTHD,"Actopan, Hgo.",4.5
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",65.5
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",35.8
-99.36,20.163889,HGO,ENDHD,"EndhÛ, Hgo.",0
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",225.3
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",85.01
-98.466111,19.728611,HGO,ITESAAPAN,"ITESA Apan, Hgo. SMN*",17
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",0
-98.128333,20.135833,HGO,LAGUNA,"La Laguna, Hgo. FENIX*",64.8
-98.757222,20.591667,HGO,LMTHD,"Metztitl·n, Hgo.",11.31
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",0
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatl·n, Hgo.",96.52
-98.7475,20.123333,HGO,PACHUCAob,"Observatorio de Pachuca, Hgo. SMN*",7.4
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",8.11
-98.334722,20.0575,HGO,PERHD,"La Esperanza, Hgo.",6.75
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo GÛmez, Hgo.",0.02
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",0.03
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",0.02
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",6.12
-99.385278,19.834722,HGO,TXMHD,"Taxhimay, MÈx.",0.03
-98.647222,20.652778,HGO,ZXTHD,"Zacualtip·n, Hgo.",84.3
-102.436944,21.599444,JAL,AJJJL,"Ajoj˙car, Jal.",1
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base AÈrea Zapopan, Jal.",0.01
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"BolaÒos, Jal.",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzm·n, Jal.",8.5
-105.044722,19.498611,JAL,CHAMELA,"Chamela Cuixmala, Jal. SMN*",0
-104.555278,19.627778,JAL,CHFJL,"El ChiflÛn, Jal.",0.91
-102.774167,19.287778,JAL,CHLMC,"ConstituciÛn de Apatzing·n, Jal.",0
-104.566667,19.233333,JAL,CIHJL,"Cihuatl·n, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotl·n, Jal.",3.5
-105.129722,19.9975,JAL,CPEJL,"CajÛn de PeÒa, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",20.64
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0.01
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-102.85,21.133333,JAL,CUNJL,"La CuÒa, Jal.",0
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0.01
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0.01
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-103.651111,20.466944,JAL,HRTJL,"Hurtado, Jal.",1
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0.01
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",0
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0
-101.941944,21.348333,JAL,LMORENOob,"Observatorio de Lagos de Moreno, Jal. SMN*",0.2
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",0
-101.916667,21.366667,JAL,OLMJL,"Observatorio de Lagos de Moreno, Jal.",0
-103.361667,20.583889,JAL,PITJL,"ProtecciÛn a Infraestructura y AtenciÛn a Emergencias, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo ElÌas Ayub, Jal.",0
-104.05,20.55,JAL,RAMJL,"RÌo Ameca, Jal.",0.81
-105.133611,19.998611,JAL,RIOTOMATLAN,"RÌo Tomatl·n, Jal. SMN*",0
-102.716667,20.4,JAL,RIOZULA,"RÌo Zula, Jal. SGT*",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0.01
-103.705556,20.908889,JAL,SRSJL,"Manuel M. DiÈguez, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0.01
-104.320278,20.036111,JAL,TCTJL,"Tacot·n, Jal.",1.8
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-103.044167,20.169167,JAL,TIZJL,"Tizap·Ån, Jal. SMN*",1.8
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",0
-104.370278,19.976111,JAL,TMLJL,"RamÛn Corona Madrigal General, Jal.",1.5
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",4
-102.729444,20.395278,JAL,ZULJL,"Zula rÌo, Jal.",0
-99.377222,19.377222,MEX,2RSMX,"Dos RÌos, MÈx.",1
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, MÈx SMN*",5
-99.216667,19.566667,MEX,ARBMX,"Las Arboledas, MÈx.",0
-98.912222,19.543611,MEX,ATEMX,"Atenco, MÈx.",6.2
-99.866667,19.783333,MEX,ATLMX,"Atlacomulco, MÈx. SMN*",0
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., MÈx.",0
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de Bombeo Barrientos, MÈx. SACMEX*",0
-99.589444,19.775,MEX,BUFMX,"La ConcepciÛn, MÈx.",0
-99.7,19.333333,MEX,CALMX,"Calixtlahuaca, MÈx.",2.02
-99.52,19.566389,MEX,CCAMX,"Cerro Catedral, MÈx. SMN*",11.8
-99.298611,19.406667,MEX,CDBMX,"CaÌda del Borracho, MÈx.",2.03
-99.298611,19.406667,MEX,CDELBORRACHO,"CaÌda del Borracho, MÈx. SACMEX*",2.03
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, MÈx.",0.5
-99.4675,18.795833,MEX,CHDMX,"Colonia Hidalgo, MÈx",5.1
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, MÈx. SACMEX*",0
-100.152778,19.350556,MEX,CHIMX,"Chilesdo, MÈx.",10
-98.884722,19.483333,MEX,CHPMX,"Chapingo, MÈx.",8.1
-99.239444,19.534167,MEX,CLYMX,"Calacoaya, MÈx.",0
-99.304444,19.695,MEX,CNPMX,"La ConcepciÛn, MÈx.",0
-99.631667,19.292222,MEX,COBMX,"Observatorio de Toluca, MÈx.",2.61
-100.225,19.178889,MEX,COLMX,"Colorines, MÈx.",2.01
-99.559722,19.884722,MEX,DNXMX,"DanxhÛ, MÈx.",0.01
-99.334444,19.383611,MEX,ELVENADO,"El Venado, MÈx. SACMEX*",1.77
-99.238333,19.453611,MEX,EMOMX,"El Molinito RÌo Hondo, MÈx.",0
-99.252222,19.635556,MEX,GDLMX,"Sierra de Guadalupe, MÈx.",0
-98.917222,19.578889,MEX,GRDMX,"La Grande, MÈx.",3.6
-99.696944,20.046389,MEX,HPNMX,"Huapango, MÈx.",1.04
-99.562778,19.117222,MEX,IXTAPANTONGOCFE,"Ixtapantongo, MÈx. CFE*",1
-98.643056,19.095556,MEX,IXTAPOPO,"Ixtapopo, MÈx. SMN*",12.4
-99.05,19.633333,MEX,K27MX,"km 27+250, MÈx.",0
-100.075833,19.383333,MEX,LBEMX,"Los Berros, MÈx.",16.5
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, MÈx.",0
-99.683333,19.116667,MEX,NEVMX,"Nevado de Toluca, MÈx. SMN*",16.76
-99.193611,19.616667,MEX,OBSMX,"San MartÌn Obispo, MÈx.",0
-99.420833,18.990833,MEX,OCUMX,"Ocuil·n de Arteaga, MÈx",1
-99.254722,19.429722,MEX,PALMASDF,"Palmas, MÈx. SACMEX*",0
-99.175,19.575,MEX,PBTMX,"Planta de bombeo Barrientos, MÈx.",0
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, MÈx.",0
-99.181944,19.743056,MEX,PCGMX,"Puente Colgante, MÈx.",0
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, MÈx.",0
-99.728333,18.928333,MEX,PDZMX,"Porfirio DÌaz, MÈx.",2
-99.790278,19.829167,MEX,PFBMX,"Francisco JosÈ Trinidad Fabela, MÈx.",0
-99.775,19.461667,MEX,PIRMX,"Ignacio RamÌrez, MÈx.",14.6
-99.248889,19.429444,MEX,PLMMX,"Palmas, MÈx.",0
-99.260833,19.526944,MEX,PMDMX,"MadÌn, MÈx.",0
-99.739722,20.124167,MEX,PMNMX,"El Molino, MÈx.",0.03
-99.864444,20.038611,MEX,PNDMX,"—adÛ, MÈx.",0
-99.268056,19.524444,MEX,PREMX,"Presa MadÌçn, MÈx. SMN*",0
-99.283333,19.453611,MEX,PTLMX,"Presa Totolica, MÈx.",1.2
-98.911111,19.530556,MEX,SADMX,"San AndrÈs, MÈx.",7.04
-99.704722,19.465833,MEX,SBBMX,"JosÈ Antonio Alzate, MÈx.",0
-99.764722,19.238333,MEX,SJHMX,"San Juan de las Huertas, MÈx.",8.7
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, MÈx.",8.3
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, MÈx.",0
-99.8,19.633333,MEX,SMLMX,"Santa MarÌa del Llano, MÈx.",2
-99.285,19.574444,MEX,SNJMX,"San Juan, MÈx",0
-98.858611,19.644722,MEX,SNLMX,"San Lucas, MÈx",0.6
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, MÈx.",34.14
-99.935833,18.931389,MEX,TESMX,"Texcaltitl·n, MÈx.",5.5
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, MÈx.",0
-100.022778,19.904444,MEX,TM2MX,"Temascalcingo, MÈx.*",0
-99.714167,19.291111,MEX,TOLUCAob,"Observatorio de Toluca, MÈx. SMN*",1.4
-99.283333,19.453889,MEX,TOTMX,"Totolica, MÈx",1.2
-99.961389,19.660833,MEX,TPTMX,"San AndrÈs Tepetitl·n, MÈx.",2.6
-99.6125,19.429167,MEX,TROMX,"Trojes, MÈx.",2
-99.283056,19.4525,MEX,TTLMX,"Totolica hidromÈtrica, MÈx.",0
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, MÈx",0
-100.084722,19.375556,MEX,VALLEDEBRAVO,"Valle de Bravo, MÈx. SMN*",18.2
-99.213611,19.510833,MEX,VASOCRISTO,"Vaso de Cristo, MÈx. SACMEX*",0
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, MÈx.",7.01
-99.334167,19.382222,MEX,VNDMX,"El Venado, MÈx.",2.02
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, MÈx.",10
-100.608889,19.579722,MICH,AGOMC,"Agostitl·n, Mich.",5
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",1
-102.371111,19.083056,MICH,APTMC,"Apatzing·n, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0.01
-102.265278,19.973611,MICH,CHAMC,"Chaparaco, Mich.",0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",1
-101.259167,19.629722,MICH,COIMC,"CoÌntzio, Mich.",1.81
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",2
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",3.1
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",3.62
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",8.78
-101.626667,20.248889,MICH,LANMC,"Los ¡ngeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-102.2,18.8,MICH,LPSMC,"La PastorÌa, Mich.",0
-101.2,18.8,MICH,LPZMC,"Los Pinzanes, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",0.01
